type,condition1,condition2,trialNo,target,stim1,stim2,stim3,stim4,stim5,stim6,key,ITI,presTime,ISI,presTimeS2,stimFormat,title,content,trialText,button1,feedbackIncorrect,feedbackTime,random,randomBlock,subjectGroup
test,irrational,scenario5,119,How likely is Mary to. . . turn in a completely blank page?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,1
test,irrational,scenario5,120,How likely is Mary to. . . turn in last week's homework again?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,1
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Brad and some friends are hiking through the mountains in the Canadian wilderness. A couple of days into their hike, Brad realizes that they are lost. He knows that a rescue crew could arrive before long, but it is extremely cold and they don't have much food or water left.",na,Continue,na,na,na,6,1
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How likely is that Brad would actually do each thing?,Go to the next page to start seeing different proposals for what Brad could do.,na,na,na,na,na,6,1
test,possible,scenario6,121,How likely is Brad to. . . stay put and wait for help?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,possible,scenario6,122,How likely is Brad to. . . follow a river out of the wilderness?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,possible,scenario6,123,How likely is Brad to. . . alert rescuers with emergency flares?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,possible,scenario6,124,How likely is Brad to. . . find a river for fresh water and fish?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,possible,scenario6,125,How likely is Brad to. . . get more food by hunting and fishing?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,possible,scenario6,126,How likely is Brad to. . . build a large fire to alert rescuers?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,possible,scenario6,127,How likely is Brad to. . . create a shelter to stay warm?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,possible,scenario6,128,How likely is Brad to. . . be found by the rescue crew?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,impossible,scenario6,129,How likely is Brad to. . . use his mind to keep everyone warm?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,impossible,scenario6,130,How likely is Brad to. . . make new jackets from pine trees?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,impossible,scenario6,131,How likely is Brad to. . . alert airplanes overhead  by yelling?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,impossible,scenario6,132,How likely is Brad to. . . grind up rocks for food and water?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,immoral,scenario6,133,How likely is Brad to. . . secretly take his friends' food?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,immoral,scenario6,134,How likely is Brad to. . . leave the weakest people behind?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,immoral,scenario6,135,How likely is Brad to. . . rob other hikers they meet?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,immoral,scenario6,136,How likely is Brad to. . . kill his friend's pet dog for food?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,improbable,scenario6,137,How likely is Brad to. . . find thermal vent to keep warm?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,improbable,scenario6,138,How likely is Brad to. . . find stream showing the path out?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,improbable,scenario6,139,How likely is Brad to. . . meet a former expedition guide?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,improbable,scenario6,140,How likely is Brad to. . . find an abandoned bear cave?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,irrational,scenario6,141,How likely is Brad to. . . go hunting for water buffalo?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,irrational,scenario6,142,How likely is Brad to. . . eat random berries and leaves?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,irrational,scenario6,143,How likely is Brad to. . . each venture off independently?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
test,irrational,scenario6,144,How likely is Brad to. . . eat all their food immediately?,Very likely,Somewhat likely,In between,Somewhat unlikely,Very unlikely,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,1
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Instructions,"In this study, we'd like you to make judgments about how immoral it would be for someone would do something. First we'll tell you about the situation.",na,na,na,na,na,na,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Heinzs wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They do not have the money needed to purchase the expensive prescription medication, but they know that it is vital for her to have it if she is going to recover.",na,Continue,na,na,na,1,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How morally wrong would it be for Heniz to do each thing?,Go to the next page to start seeing different proposals for what Heinz could do.,na,na,na,na,na,1,2
test,possible,scenario1,1,How morally wrong would it be for Heinz to. . . sell some of his stocks or bonds?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,possible,scenario1,2,How morally wrong would it be for Heinz to. . . use a generic medication instead?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,possible,scenario1,3,How morally wrong would it be for Heinz to. . . buy a different insurance plan?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,possible,scenario1,4,How morally wrong would it be for Heinz to. . . enroll in federal healthcare?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,possible,scenario1,5,How morally wrong would it be for Heinz to. . . borrow the money from a bank?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,possible,scenario1,6,How morally wrong would it be for Heinz to. . . be given the money by a friend?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,possible,scenario1,7,How morally wrong would it be for Heinz to. . . loan the money from his family?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,possible,scenario1,8,How morally wrong would it be for Heinz to. . . sell an extra car for the money?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,impossible,scenario1,9,How morally wrong would it be for Heinz to. . . be given the money by a turtle?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,impossible,scenario1,10,How morally wrong would it be for Heinz to. . . make the money time traveling?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,impossible,scenario1,11,How morally wrong would it be for Heinz to. . . grow the money on a tree?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,impossible,scenario1,12,How morally wrong would it be for Heinz to. . . get the money by clapping?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,immoral,scenario1,13,How morally wrong would it be for Heinz to. . . steal the money from his work?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,immoral,scenario1,14,How morally wrong would it be for Heinz to. . . blackmail someone for the money?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,immoral,scenario1,15,How morally wrong would it be for Heinz to. . . commit credit card fraud?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,immoral,scenario1,16,How morally wrong would it be for Heinz to. . . get the medicine by stealing?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,improbable,scenario1,17,How morally wrong would it be for Heinz to. . . be  given the medicine by  a doctor?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,improbable,scenario1,18,How morally wrong would it be for Heinz to. . . inherit money from a close relative?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,improbable,scenario1,19,How morally wrong would it be for Heinz to. . . receive the money from a stranger?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,improbable,scenario1,20,How morally wrong would it be for Heinz to. . . discover a cheap new medicine?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,irrational,scenario1,21,How morally wrong would it be for Heinz to. . . sell his own medication?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,irrational,scenario1,22,How morally wrong would it be for Heinz to. . . sell all his clothes for money?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,irrational,scenario1,23,How morally wrong would it be for Heinz to. . . go on strike until wages increase?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
test,irrational,scenario1,24,How morally wrong would it be for Heinz to. . . try random other medicines?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Josh is on the way to the airport to catch a flight for a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.",na,Continue,na,na,na,2,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How morally wrong would it be for Josh to do each thing?,Go to the next page to start seeing different proposals for what Josh could do.,na,na,na,na,na,2,2
test,possible,scenario2,25,How morally wrong would it be for Josh to. . . reschedule for a later flight?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,possible,scenario2,26,How morally wrong would it be for Josh to. . . ask the gas station clerk for help?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,possible,scenario2,27,How morally wrong would it be for Josh to. . . take the public bus there?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,possible,scenario2,28,How morally wrong would it be for Josh to. . . request aiport shuttle pickup?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,possible,scenario2,29,How morally wrong would it be for Josh to. . . ask a relative to pick him up?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,possible,scenario2,30,How morally wrong would it be for Josh to. . . hail a taxi at the intersection?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,possible,scenario2,31,How morally wrong would it be for Josh to. . . call a friend for a ride?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,possible,scenario2,32,How morally wrong would it be for Josh to. . . take public transportation?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,impossible,scenario2,33,How morally wrong would it be for Josh to. . . get a new car by thinking?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,impossible,scenario2,34,How morally wrong would it be for Josh to. . . ride a cat to the airport?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,impossible,scenario2,35,How morally wrong would it be for Josh to. . . teleport himself to the airport?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,impossible,scenario2,36,How morally wrong would it be for Josh to. . . levitate and fly to the airport?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,immoral,scenario2,37,How morally wrong would it be for Josh to. . . steal another person's car?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,immoral,scenario2,38,How morally wrong would it be for Josh to. . . take a taxi without paying?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,immoral,scenario2,39,How morally wrong would it be for Josh to. . . take another driver hostage?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,immoral,scenario2,40,How morally wrong would it be for Josh to. . . sneak onto public transportation?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,improbable,scenario2,41,How morally wrong would it be for Josh to. . . beckon a friend passing by?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,improbable,scenario2,42,How morally wrong would it be for Josh to. . . convince airport to delay flight?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,improbable,scenario2,43,How morally wrong would it be for Josh to. . . get a stranger to drive him?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,improbable,scenario2,44,How morally wrong would it be for Josh to. . . arrange for a private plane?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,irrational,scenario2,45,How morally wrong would it be for Josh to. . . book a flight for next year?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,irrational,scenario2,46,How morally wrong would it be for Josh to. . . sell car for ride to airport?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,irrational,scenario2,47,How morally wrong would it be for Josh to. . . pay 1000 dollars for a ride?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
test,irrational,scenario2,48,How morally wrong would it be for Josh to. . . try to run there in time?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.",na,Continue,na,na,na,3,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How morally wrong would it be for Brian to do each thing?,Go to the next page to start seeing different proposals for what Brian could do.,na,na,na,na,na,3,2
test,possible,scenario3,49,How morally wrong would it be for Brian to. . . explain the situation to his boss?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,possible,scenario3,50,How morally wrong would it be for Brian to. . . ask other employees what to do?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,possible,scenario3,51,How morally wrong would it be for Brian to. . . get a payday advance loan?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,possible,scenario3,52,How morally wrong would it be for Brian to. . . sell something he owns for money?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,possible,scenario3,53,How morally wrong would it be for Brian to. . . use money from his own wallet?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,possible,scenario3,54,How morally wrong would it be for Brian to. . . add in money from his daily tips?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,possible,scenario3,55,How morally wrong would it be for Brian to. . . borrow money from a friend?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,possible,scenario3,56,How morally wrong would it be for Brian to. . . write a check for $50.75?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,impossible,scenario3,57,How morally wrong would it be for Brian to. . . turn the cash register invisible?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,impossible,scenario3,58,How morally wrong would it be for Brian to. . . use some monopoly money instead?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,impossible,scenario3,59,How morally wrong would it be for Brian to. . . take pictures of missing bills?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,impossible,scenario3,60,How morally wrong would it be for Brian to. . . get the money by sneezing a lot?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,immoral,scenario3,61,How morally wrong would it be for Brian to. . . overcharge the next customers?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,immoral,scenario3,62,How morally wrong would it be for Brian to. . . steal money from a coworker?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,immoral,scenario3,63,How morally wrong would it be for Brian to. . . lie about how much the bakery sold?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,immoral,scenario3,64,How morally wrong would it be for Brian to. . . give new customers incorrect change?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,improbable,scenario3,65,How morally wrong would it be for Brian to. . . find the money on the ground?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,improbable,scenario3,66,How morally wrong would it be for Brian to. . . discover the money is in his pocket?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,improbable,scenario3,67,How morally wrong would it be for Brian to. . . get a child to donate the money?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,improbable,scenario3,68,How morally wrong would it be for Brian to. . . receive a 100 dollar tip?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,irrational,scenario3,69,How morally wrong would it be for Brian to. . . close the store five hours early?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,irrational,scenario3,70,How morally wrong would it be for Brian to. . . pay with his retirement fund?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,irrational,scenario3,71,How morally wrong would it be for Brian to. . . try to invent new pastries?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
test,irrational,scenario3,72,How morally wrong would it be for Brian to. . . discount food to encourage tipping?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Liz decides to go to the gym on her lunch break because she is going to have to work late tonight and won't have time during the evening. When she gets to the gym, she realizes that her membership has expired since she last went.",na,Continue,na,na,na,4,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How morally wrong would it be for Liz to do each thing?,Go to the next page to start seeing different proposals for what Liz could do.,na,na,na,na,na,4,2
test,possible,scenario4,73,How morally wrong would it be for Liz to. . . wait to go to the gym tomorrow?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,possible,scenario4,74,How morally wrong would it be for Liz to. . . go for a run outside instead?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,possible,scenario4,75,How morally wrong would it be for Liz to. . . decide to lift weights at home?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,possible,scenario4,76,How morally wrong would it be for Liz to. . . eat lunch instead of working out?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,possible,scenario4,77,How morally wrong would it be for Liz to. . . use a friend's guest pass?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,possible,scenario4,78,How morally wrong would it be for Liz to. . . pay for a one-day gym pass?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,possible,scenario4,79,How morally wrong would it be for Liz to. . . be allowed in just this once?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,possible,scenario4,80,How morally wrong would it be for Liz to. . . renew her gym membership?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,impossible,scenario4,81,How morally wrong would it be for Liz to. . . turn invisible and go in?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,impossible,scenario4,82,How morally wrong would it be for Liz to. . . wish all gyms to be free forever?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
