Progress,Duration (in seconds),Finished,ResponseId,S1_1_1,S2-1_1,S3-1_1,S4-1_1,S5-1_1,S6-1_1,S7-1_1,S8-1_1,S9-1_1,S10-1_1,S11-1_1,S12-1_1,S13-1_1,S14-1_1,S15-1_1,S16-1_1,S17-1_1,S18-1_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,577,1,R_277HOi34NQVAjvZ,,100,,,0,0,90,,0,100,0,100,80,,,100,90,80,,24,1,1,,4,6,,try to convince a passing driver to trade cars,,,hypnotize the teacher,throw away all of the food,steal someone else's ticket,,take a detour at the next exit,take her to his house but no further,pour water on the car to cool it,threaten security with the knife,tell his sister as soon as possible,,,hike until she finds cell service,leave the store unattended,steal his dogs for extra speed
100,372,1,R_1pxt3cJCW0oNGq1,100,0,25,0,100,,,,0,,1,100,,,100,1,100,85,,50,2,5,,3,7,commit credit card fraud,demand that the airline delays the flight,pay the money from his own wallet,pull the fire alarm,hypnotize the teacher,,,,honk an angry message in Morse code,,pour water on the car to cool it,threaten security with the knife,,,sell all the food to the highest bidder,yell at Todd for getting stuck,ask a friend to take over,steal his dogs for extra speed
100,364,1,R_2y4uq65ycFF3tM1,87,73,,,,91,70,70,77,,,31,91,92,71,75,93,,,34,1,5,,5,7,start a fundraiser,try to convince a passing driver to trade cars,,,,boost morale with a three-legged race,teleport into the concert,wave to the parents,honk an angry message in Morse code,,,take a train instead,tell his sister as soon as possible,abandon his father,serve engine fuel to the passengers,leave Todd to save herself,call his lawyer,
100,492,1,R_SNnr1cQM9f6ptxn,,50,,30,,0,100,90,0,61,90,100,,,20,100,,50,,29,2,5,,5,6,,steal a passing driver's car,,pull the fire alarm,,search for a water source,steal someone else's ticket,read his mind,tailgate the car,turn invisible,ask to use the mall's loudspeaker,store the knife in an airport locker,,,ration their food,get her arm stuck in solidarity,,call for help
100,448,1,R_1mk3EIH1XqYStiW,10,0,0,0,,,0,,0,0,0,,0,0,0,0,,,,31,2,5,,2,6,search for the medication on the black market,take a public bus,explain the situation to his boss,crawl past the front desk,,,pretend they are conjoined twins,,pull over and call 911,call her a cab,ask to use the mall's loudspeaker,,blame it on the maid of honor,check in on his father daily,ration their food,get her arm stuck in solidarity,,
100,318,1,R_3lPQX0eUXC6i8g8,81,,62,,62,93,79,,,75,62,28,38,71,,41,,58,,40,1,5,,5,4,switch insurance plans,,overcharge the next customers,,call her mom,steal all of the food and water,teleport into the concert,,,steal whatever she has on her,slash the tires,ask to check the knife,steal someone else’s ring,pitch his situation to a reality TV network,,saw Todd’s arm off,,hide him in the snow
100,602,1,R_7NyjAerBesCJI5z,0,20,10,0,,0,,,90,30,0,19,0,,100,40,,,,40,2,5,,4,5,switch insurance plans,take a public bus,stage a robbery,pay for a day-pass to the gym,,boost morale with a three-legged race,,,ram into the car,yell in gibberish until she leaves,slash the tires,store the knife in an airport locker,call the taxi company,,serve engine fuel to the passengers,leave Todd to save herself,,
100,125,1,R_1n9iKMkNA8Gf92k,77,80,,84,69,,,71,80,69,,76,,83,77,88,93,,,35,2,5,,4,5,take out a loan,take a public bus,,lie that she left her card inside,hypnotize the teacher,,,ask the parents if they know him,pull over and call 911,turn invisible,,pretend the knife is part of a hip replacement,,buy his father a tent,ration their food,get her arm stuck in solidarity,ask a friend to take over,
100,444,1,R_1EXwhRYW5TsG5dx,,100,,,100,41,100,94,20,71,0,,94,100,100,,,100,,69,2,5,,2,8,,steal a passing driver's car,,,lie that her house burnt down,throw away all of the food,teleport into the concert,make cat noises at him until he leaves,honk at the driver until they pull over,turn invisible,check that the doors are locked,,borrow their mom’s wedding ring,buy his father a tent,serve engine fuel to the passengers,,,finish the race
100,240,1,R_BDpOD3EatewdL6V,30,,10,,0,0,35,100,40,,100,100,0,,0,,,0,,32,1,5,,4,9,go on strike for better wages,,stage a robbery,,call her mom,throw away all of the food,go without Ted,wave to the parents,tailgate the car,,light a fire under the car,threaten security with the knife,call the taxi company,,sell all the food to the highest bidder,,,finish the race
100,611,1,R_a8HLWPxphZG1Q41,7,92,23,,1,,91,82,59,,8,95,,45,,,92,49,,68,2,5,,7,4,take out a loan,steal a passing driver's car,get an advance payday loan,,hypnotize the teacher,,teleport into the concert,keep an eye on him,ram into the car,,check that the doors are locked,hide the knife in someone else's bag,,buy his father a tent,,,lock up the store,carry her competitor on her sled
100,219,1,R_0SuScSNyfggmU6t,19,18,,,2,,,6,69,86,0,0,0,2,99,,1,,,26,2,5,,5,4,switch insurance plans,call a taxi,,,call her mom,,,keep an eye on him,tailgate the car,refuse to drive her,call emergency services,ask to check the knife,run away,move into his father’s apartment,serve engine fuel to the passengers,,tell his lawyer that he’s sick,
100,890,1,R_2EGI9Z0g9SFW8nE,,,,32,73,65,100,75,,79,41,22,,32,,43,69,4,,51,2,5,,3,7,,,,pay for a day-pass to the gym,quickly try to redo the assignment,boost morale with a three-legged race,go without Ted,make cat noises at him until he leaves,,yell in gibberish until she leaves,ask to use the mall's loudspeaker,take a train instead,,get another job,,leave Todd to save herself,lock up the store,finish the race
100,113,1,R_qxCXZbvm0Nazg7D,65,15,35,30,21,15,64,,32,20,15,25,20,,,,,,,23,1,1,,2,6,commit credit card fraud,reschedule for a later flight,get an advance payday loan,pay for a day-pass to the gym,quickly try to redo the assignment,steal all of the food and water,give her ticket to Ted,,honk an angry message in Morse code,turn invisible,call emergency services,store the knife in an airport locker,tell his sister as soon as possible,,,,,
100,381,1,R_3EQYG9cIGL3joRj,,59,72,,100,28,,,,8,36,8,,24,54,65,26,85,,56,2,5,,4,6,,call a taxi,stage a robbery,,copy a friend's assignment,huddle to conserve energy,,,,call her a cab,pour water on the car to cool it,take a train instead,,pitch his situation to a reality TV network,ration their food,leave Todd to save herself,tell his lawyer that he’s sick,hide him in the snow
100,218,1,R_07nq9WjgJmLaCfD,,,79,36,74,84,92,,86,,,,80,95,86,75,86,71,,32,1,1,,6,3,,,overcharge the next customers,pull the fire alarm,hypnotize the teacher,search for a water source,pretend they are conjoined twins,,tailgate the car,,,,borrow their mom’s wedding ring,get another job,throw disobedient passengers off the boat,give Todd her water,leave the store unattended,finish the race
100,863,1,R_2PANlGQvVjk0VLI,10,,100,0,0,0,71,100,0,15,,100,,,10,,,20,,48,2,5,,2,8,take out a loan,,overcharge the next customers,borrow someone's phone,bring in the assignment the next day,throw away all of the food,give her ticket to Ted,ask the parents if they know him,take a detour at the next exit,take her to his house but no further,,hide the knife in someone else's bag,,,throw disobedient passengers off the boat,,,leave her dogs with him
100,818,1,R_3fYLuSfwUjmFHWC,5,0,100,,60,30,80,,10,80,,85,18,,55,0,,,,29,1,5,,2,8,start a fundraiser,try to convince a passing driver to trade cars,stage a robbery,,bring in the assignment the next day,huddle to conserve energy,pretend they are conjoined twins,,tailgate the car,turn invisible,,pretend the knife is part of a hip replacement,blame it on the maid of honor,,throw disobedient passengers off the boat,hike until she finds cell service,,
100,194,1,R_DNAmDIGc7bzv6V3,12,86,87,4,36,,31,95,,,25,81,11,,83,30,,,,29,2,5,,5,6,search for the medication on the black market,try to convince a passing driver to trade cars,overcharge the next customers,crawl past the front desk,bring in the assignment the next day,,give her ticket to Ted,tackle him and hold him down,,,call emergency services,ask to check the knife,blame it on the maid of honor,,serve engine fuel to the passengers,leave Todd to save herself,,
100,380,1,R_22RYkRIUmmXbWzR,,20,10,13,,27,54,87,13,,1,51,22,5,91,,,,,60,2,5,,4,7,,reschedule for a later flight,pay the money from his own wallet,borrow someone's phone,,steal all of the food and water,give her ticket to Ted,make cat noises at him until he leaves,pull over and call 911,,slash the tires,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,move into his father’s apartment,sell all the food to the highest bidder,,,
100,470,1,R_3erDCKUdFqJSOQz,,43,69,74,65,73,60,59,,70,65,,72,,51,,,51,,26,2,5,,6,7,,demand that the airline delays the flight,explain the situation to his boss,borrow someone's phone,copy a friend's assignment,boost morale with a three-legged race,try to buy a ticket off another person,keep an eye on him,,take her to his house but no further,check that the doors are locked,,run away,,ration their food,,,leave her dogs with him
100,228,1,R_XgMhqV4AtCPkIQF,51,19,39,51,40,,22,30,,,10,30,27,,20,47,,,,30,1,1,,2,3,switch insurance plans,demand that the airline delays the flight,get an advance payday loan,renew her membership,copy a friend's assignment,,teleport into the concert,ask the parents if they know him,,,ask to use the mall's loudspeaker,take a train instead,tell his sister as soon as possible,,request supplies to be airdropped,get her arm stuck in solidarity,,
100,268,1,R_7WXaPM06oJTlvEJ,0,,0,0,0,,,70,80,40,0,,20,0,,60,100,,,47,1,3,,5,4,take out a loan,,get an advance payday loan,renew her membership,call her mom,,,wave to the parents,ram into the car,refuse to drive her,slash the tires,,borrow their mom’s wedding ring,check in on his father daily,,saw Todd’s arm off,stage a break-in at the store,
100,652,1,R_1Igrekzfy18gZYB,0,50,50,0,,0,,10,0,,100,,50,0,,70,,10,,44,1,5,,4,8,go on strike for better wages,demand that the airline delays the flight,overcharge the next customers,renew her membership,,search for a water source,,read his mind,pull over and call 911,,light a fire under the car,,blame it on the maid of honor,get another job,,saw Todd’s arm off,,call for help
100,488,1,R_2dSb78ECEw468E1,0,0,,0,0,0,,0,0,100,0,100,,,0,,50,,,61,1,5,,6,4,take out a loan,take a public bus,,lie that she left her card inside,bring in the assignment the next day,collect wood to start a fire,,wave to the parents,honk at the driver until they pull over,take her to his house but no further,slash the tires,ask to check the knife,,,request supplies to be airdropped,,stage a break-in at the store,
100,799,1,R_1N3ytz1IPDy9j8u,20,,39,31,,20,61,25,,58,,75,28,64,,,69,12,,46,1,5,,5,5,take out a loan,,stage a robbery,lie that she left her card inside,,search for a water source,give her ticket to Ted,keep an eye on him,,refuse to drive her,,hide the knife in someone else's bag,tell his sister as soon as possible,pitch his situation to a reality TV network,,,lock up the store,finish the race
100,351,1,R_1PYsDZ9MRIsl6IM,10,0,,,68,80,87,100,30,100,10,68,,85,,0,,,,34,1,5,,2,7,commit credit card fraud,steal a passing driver's car,,,hypnotize the teacher,huddle to conserve energy,teleport into the concert,tackle him and hold him down,honk at the driver until they pull over,refuse to drive her,slash the tires,store the knife in an airport locker,,buy his father a tent,,hike until she finds cell service,,
100,75,1,R_2U5EQRcjRsNL034,65,,23,80,,13,75,,31,,63,,32,51,87,,35,95,,34,1,2,,5,5,start a fundraiser,,explain the situation to his boss,lie that she left her card inside,,throw away all of the food,go without Ted,,honk an angry message in Morse code,,light a fire under the car,,borrow their mom’s wedding ring,pitch his situation to a reality TV network,ration their food,,ask a friend to take over,call for help
100,559,1,R_3qKeJx53FuOg1BC,,46,82,38,,,30,58,30,,,,58,30,42,71,39,62,,29,2,5,,4,9,,steal a passing driver's car,stage a robbery,borrow someone's phone,,,try to buy a ticket off another person,keep an eye on him,take a detour at the next exit,,,,run away,check in on his father daily,organize a fishing crew,leave Todd to save herself,lock up the store,call for help
100,975,1,R_1N9dRPRXqJH1oU1,,,56,71,,3,95,100,100,,100,68,,86,11,,100,72,,27,2,2,,5,5,,,sell one of his kidneys,pay for a day-pass to the gym,,throw away all of the food,try to buy a ticket off another person,tackle him and hold him down,ram into the car,,light a fire under the car,ask to check the knife,,abandon his father,organize a fishing crew,,stage a break-in at the store,carry her competitor on her sled
100,548,1,R_1CfjB8qmIU0pXCS,85,,,86,69,58,74,94,100,56,95,,84,76,,,,96,,38,1,5,,2,9,go on strike for better wages,,,crawl past the front desk,hypnotize the teacher,search for a water source,go without Ted,read his mind,ram into the car,yell in gibberish until she leaves,light a fire under the car,,steal someone else’s ring,move into his father’s apartment,,,,hide him in the snow
100,361,1,R_3EznaNo0eBL77qa,,50,0,,,0,100,0,30,100,50,,50,100,,,100,100,,31,2,3,,6,8,,steal a passing driver's car,pay the money from his own wallet,,,huddle to conserve energy,steal someone else's ticket,wave to the parents,take a detour at the next exit,steal whatever she has on her,pour water on the car to cool it,,steal someone else’s ring,pitch his situation to a reality TV network,,,stage a break-in at the store,steal his dogs for extra speed
100,408,1,R_3gSYEiymN9Mmahq,61,,81,61,,51,,19,9,71,,19,10,,20,,80,51,,48,2,5,,2,4,go on strike for better wages,,pay the money from his own wallet,crawl past the front desk,,collect wood to start a fire,,read his mind,take a detour at the next exit,steal whatever she has on her,,hide the knife in someone else's bag,tell his sister as soon as possible,,organize a fishing crew,,leave the store unattended,leave her dogs with him
100,471,1,R_0U0vCKFdNUJyW0p,,78,,89,,93,,,83,83,81,85,25,91,31,92,80,,,42,2,1,,2,8,,take a public bus,,crawl past the front desk,,steal all of the food and water,,,tailgate the car,yell in gibberish until she leaves,ask to use the mall's loudspeaker,hide the knife in someone else's bag,tell his sister as soon as possible,check in on his father daily,sell all the food to the highest bidder,yell at Todd for getting stuck,leave the store unattended,
100,701,1,R_278rTN6xP4A3qJm,10,10,3,4,,,61,10,62,,,40,8,,30,10,0,,,40,2,5,,3,6,commit credit card fraud,reschedule for a later flight,explain the situation to his boss,lie that she left her card inside,,,steal someone else's ticket,read his mind,honk at the driver until they pull over,,,hide the knife in someone else's bag,call the taxi company,,throw disobedient passengers off the boat,saw Todd’s arm off,lock up the store,
100,352,1,R_QaD4cqSkXrXrY9H,,,,100,,0,0,0,100,40,,,20,0,100,0,100,0,,40,1,5,,6,5,,,,renew her membership,,huddle to conserve energy,teleport into the concert,ask the parents if they know him,ram into the car,yell in gibberish until she leaves,,,steal someone else’s ring,pitch his situation to a reality TV network,throw disobedient passengers off the boat,yell at Todd for getting stuck,lock up the store,carry her competitor on her sled
100,430,1,R_21ojwYhX4LT8IkK,100,0,,,0,0,,100,,0,0,0,,,71,100,0,100,,41,1,5,,4,10,commit credit card fraud,try to convince a passing driver to trade cars,,,copy a friend's assignment,boost morale with a three-legged race,,ask the parents if they know him,,call her a cab,check that the doors are locked,ask to check the knife,,,organize a fishing crew,get her arm stuck in solidarity,call his lawyer,call for help
100,892,1,R_VQdVIQ5mWdRT3Nv,,,,100,100,100,100,100,,100,,,100,100,100,100,100,100,,49,1,5,,6,4,,,,pay for a day-pass to the gym,quickly try to redo the assignment,collect wood to start a fire,give her ticket to Ted,read his mind,,call her a cab,,,call the taxi company,abandon his father,request supplies to be airdropped,give Todd her water,tell his lawyer that he’s sick,hide him in the snow
100,520,1,R_3EtzmVl1kpVnmDF,100,,83,78,68,89,92,71,90,100,100,,,,,53,,90,,25,1,1,,,7,go on strike for better wages,,stage a robbery,lie that she left her card inside,quickly try to redo the assignment,collect wood to start a fire,steal someone else's ticket,tackle him and hold him down,honk an angry message in Morse code,take her to his house but no further,light a fire under the car,,,,,give Todd her water,,call for help
100,442,1,R_r0SN61KUqzgwt3P,62,43,33,51,62,61,60,,39,60,38,69,58,,,,,,,29,2,5,,5,5,search for the medication on the black market,take a public bus,explain the situation to his boss,renew her membership,lie that her house burnt down,throw away all of the food,go without Ted,,tailgate the car,yell in gibberish until she leaves,pour water on the car to cool it,threaten security with the knife,steal someone else’s ring,,,,,
100,803,1,R_33Cj27ZpB31MkoY,,100,0,10,75,10,60,,0,,0,,10,,20,10,70,,,52,2,5,,5,4,,reschedule for a later flight,sell one of his kidneys,renew her membership,lie that her house burnt down,search for a water source,go without Ted,,pull over and call 911,,slash the tires,,steal someone else’s ring,,organize a fishing crew,hike until she finds cell service,stage a break-in at the store,
100,688,1,R_1gGhRkOZcKIib26,0,,100,100,100,,100,,100,0,0,100,,100,50,,,100,,26,1,5,,2,9,start a fundraiser,,stage a robbery,lie that she left her card inside,lie that her house burnt down,,try to buy a ticket off another person,,ram into the car,call her a cab,check that the doors are locked,hide the knife in someone else's bag,,pitch his situation to a reality TV network,request supplies to be airdropped,,,carry her competitor on her sled
100,321,1,R_3ffztcTBPvkas2o,51,0,0,100,,0,100,,0,,100,,0,,,100,0,100,,50,2,5,,5,5,search for the medication on the black market,demand that the airline delays the flight,overcharge the next customers,pull the fire alarm,,collect wood to start a fire,pretend they are conjoined twins,,pull over and call 911,,pour water on the car to cool it,,blame it on the maid of honor,,,get her arm stuck in solidarity,call his lawyer,steal his dogs for extra speed
100,410,1,R_3egdwAn1hkpAhby,100,0,100,,100,,,0,,,100,0,,100,100,100,0,0,,33,2,5,,4,5,go on strike for better wages,steal a passing driver's car,get an advance payday loan,,hypnotize the teacher,,,keep an eye on him,,,call emergency services,take a train instead,,get another job,sell all the food to the highest bidder,yell at Todd for getting stuck,tell his lawyer that he’s sick,carry her competitor on her sled
100,347,1,R_7WpJtJPai7taC3f,,100,,0,,0,100,80,0,,0,,,70,0,15,85,20,,33,2,5,,4,7,,reschedule for a later flight,,pay for a day-pass to the gym,,collect wood to start a fire,try to buy a ticket off another person,tackle him and hold him down,honk an angry message in Morse code,,ask to use the mall's loudspeaker,,,abandon his father,throw disobedient passengers off the boat,hike until she finds cell service,ask a friend to take over,carry her competitor on her sled
100,191,1,R_2aUDdpF3OgpU8xZ,,53,18,15,,41,71,28,,,6,37,,79,39,59,99,,,27,2,5,,5,8,,demand that the airline delays the flight,sell one of his kidneys,pay for a day-pass to the gym,,huddle to conserve energy,pretend they are conjoined twins,ask the parents if they know him,,,slash the tires,ask to check the knife,,buy his father a tent,request supplies to be airdropped,saw Todd’s arm off,stage a break-in at the store,
100,486,1,R_3ozM1a991XjbDa4,0,20,90,,80,0,,,0,81,0,30,,60,,,80,70,,60,1,5,,7,5,switch insurance plans,try to convince a passing driver to trade cars,overcharge the next customers,,lie that her house burnt down,search for a water source,,,honk an angry message in Morse code,take her to his house but no further,check that the doors are locked,hide the knife in someone else's bag,,buy his father a tent,,,lock up the store,call for help
100,655,1,R_bPHG0ORJzEXQNXz,0,0,0,0,30,,100,100,,30,,,,75,,60,80,100,,51,1,5,,5,8,take out a loan,take a public bus,pay the money from his own wallet,pull the fire alarm,quickly try to redo the assignment,,steal someone else's ticket,make cat noises at him until he leaves,,turn invisible,,,,abandon his father,,leave Todd to save herself,ask a friend to take over,steal his dogs for extra speed
100,322,1,R_ctEtIQwVBIxUiQh,,,84,16,,,100,91,23,86,90,,10,93,60,,31,88,,23,1,5,,2,10,,,stage a robbery,borrow someone's phone,,,steal someone else's ticket,keep an eye on him,pull over and call 911,turn invisible,call emergency services,,call the taxi company,abandon his father,sell all the food to the highest bidder,,lock up the store,hide him in the snow
100,206,1,R_29b8aEgOBWF9IXi,29,47,,45,75,,66,75,23,15,76,,,64,,,40,51,,24,1,5,,5,7,start a fundraiser,call a taxi,,crawl past the front desk,lie that her house burnt down,,teleport into the concert,make cat noises at him until he leaves,tailgate the car,yell in gibberish until she leaves,check that the doors are locked,,,abandon his father,,,call his lawyer,finish the race
100,749,1,R_30cw3SlqP7qBB31,5,,50,,90,,,0,10,95,0,,10,0,,50,20,50,,34,2,1,,5,4,commit credit card fraud,,pay the money from his own wallet,,bring in the assignment the next day,,,make cat noises at him until he leaves,honk at the driver until they pull over,take her to his house but no further,ask to use the mall's loudspeaker,,blame it on the maid of honor,get another job,,get her arm stuck in solidarity,call his lawyer,call for help
100,167,1,R_Z9rVF1v6VfHjXJT,0,0,0,0,100,,,0,50,0,,,100,0,0,0,,,,34,1,5,,6,8,start a fundraiser,steal a passing driver's car,get an advance payday loan,renew her membership,copy a friend's assignment,,,wave to the parents,take a detour at the next exit,yell in gibberish until she leaves,,,run away,get another job,ration their food,hike until she finds cell service,,
100,734,1,R_10T5pTuTKHKH748,,0,0,0,,,77,,0,69,59,100,0,0,,,0,0,,28,1,5,,4,6,,call a taxi,sell one of his kidneys,renew her membership,,,pretend they are conjoined twins,,pull over and call 911,call her a cab,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,steal someone else’s ring,move into his father’s apartment,,,call his lawyer,finish the race
100,579,1,R_3HtdS9m7DyJ08G7,,,,40,,29,9,73,11,9,,,31,10,26,19,91,22,,70,2,5,,4,7,,,,borrow someone's phone,,boost morale with a three-legged race,go without Ted,make cat noises at him until he leaves,take a detour at the next exit,turn invisible,,,call the taxi company,move into his father’s apartment,request supplies to be airdropped,give Todd her water,leave the store unattended,finish the race
100,375,1,R_2rCMqIAJVVROW8s,7,10,81,19,14,0,,,,,50,0,,19,0,81,,10,,53,1,5,,5,5,go on strike for better wages,steal a passing driver's car,sell one of his kidneys,pull the fire alarm,quickly try to redo the assignment,search for a water source,,,,,pour water on the car to cool it,take a train instead,,get another job,organize a fishing crew,leave Todd to save herself,,carry her competitor on her sled
100,681,1,R_3OofVpeHPBEUIjC,,60,,62,,9,23,,,67,25,81,29,63,60,40,,17,,52,1,5,,4,8,,reschedule for a later flight,,pull the fire alarm,,boost morale with a three-legged race,try to buy a ticket off another person,,,take her to his house but no further,check that the doors are locked,threaten security with the knife,blame it on the maid of honor,buy his father a tent,throw disobedient passengers off the boat,saw Todd’s arm off,,carry her competitor on her sled
100,326,1,R_338fIyCyYghNHoD,,60,0,0,100,,100,100,,100,,100,,,90,0,40,10,,39,2,1,,6,5,,call a taxi,explain the situation to his boss,renew her membership,copy a friend's assignment,,try to buy a ticket off another person,make cat noises at him until he leaves,,refuse to drive her,,pretend the knife is part of a hip replacement,,,throw disobedient passengers off the boat,give Todd her water,lock up the store,hide him in the snow
100,251,1,R_bxsDU4VqkrZaQaB,,,11,0,31,1,0,0,0,,,0,2,,100,91,,0,,53,2,5,,3,5,,,stage a robbery,pull the fire alarm,bring in the assignment the next day,steal all of the food and water,teleport into the concert,wave to the parents,tailgate the car,,,take a train instead,borrow their mom’s wedding ring,,sell all the food to the highest bidder,leave Todd to save herself,,leave her dogs with him
100,636,1,R_25sXzq0DaJ52HVG,5,0,50,,100,25,80,41,100,,,10,,,100,,85,65,,39,2,1,,4,8,go on strike for better wages,demand that the airline delays the flight,explain the situation to his boss,,lie that her house burnt down,throw away all of the food,go without Ted,tackle him and hold him down,ram into the car,,,take a train instead,,,sell all the food to the highest bidder,,leave the store unattended,leave her dogs with him
100,416,1,R_3F4AxIsNUAqekMb,,,,0,100,0,0,0,,5,,5,0,15,75,,0,0,,58,2,5,,4,9,,,,pay for a day-pass to the gym,lie that her house burnt down,boost morale with a three-legged race,go without Ted,keep an eye on him,,refuse to drive her,,ask to check the knife,call the taxi company,check in on his father daily,ration their food,,call his lawyer,hide him in the snow
100,496,1,R_2zHGjiXIp12PNvb,0,0,,,0,0,,75,70,5,0,90,15,25,,55,,,,40,2,5,,5,4,commit credit card fraud,take a public bus,,,call her mom,throw away all of the food,,read his mind,ram into the car,call her a cab,check that the doors are locked,hide the knife in someone else's bag,run away,buy his father a tent,,saw Todd’s arm off,,
100,1359,1,R_40dBPr8j5fqHvwt,0,0,,0,0,,97,,80,95,0,,,0,100,0,,100,,69,1,5,,5,4,start a fundraiser,take a public bus,,borrow someone's phone,lie that her house burnt down,,give her ticket to Ted,,honk an angry message in Morse code,steal whatever she has on her,check that the doors are locked,,,pitch his situation to a reality TV network,serve engine fuel to the passengers,yell at Todd for getting stuck,,steal his dogs for extra speed
100,422,1,R_20NxMJIhCqhwHbC,30,10,,,90,40,90,90,90,70,,100,10,,,10,70,,,42,1,5,,5,6,search for the medication on the black market,call a taxi,,,copy a friend's assignment,search for a water source,try to buy a ticket off another person,ask the parents if they know him,ram into the car,steal whatever she has on her,,threaten security with the knife,run away,,,yell at Todd for getting stuck,ask a friend to take over,
100,352,1,R_3GBYYptEon90Bc7,0,,0,0,,,91,,10,0,0,0,0,,100,70,100,,,42,1,5,,5,7,switch insurance plans,,pay the money from his own wallet,pay for a day-pass to the gym,,,pretend they are conjoined twins,,tailgate the car,yell in gibberish until she leaves,slash the tires,hide the knife in someone else's bag,tell his sister as soon as possible,,serve engine fuel to the passengers,saw Todd’s arm off,stage a break-in at the store,
100,173,1,R_1isRkCYOOo90u5P,26,78,10,28,72,0,56,,,,,,,98,39,0,77,92,,28,2,5,,5,7,search for the medication on the black market,take a public bus,get an advance payday loan,borrow someone's phone,hypnotize the teacher,throw away all of the food,try to buy a ticket off another person,,,,,,,abandon his father,request supplies to be airdropped,give Todd her water,ask a friend to take over,finish the race
100,458,1,R_3IWC6SJ08JC3jBV,71,,60,,80,,91,,29,,0,60,10,40,100,95,10,,,32,1,4,,5,7,commit credit card fraud,,stage a robbery,,hypnotize the teacher,,pretend they are conjoined twins,,honk at the driver until they pull over,,check that the doors are locked,store the knife in an airport locker,blame it on the maid of honor,move into his father’s apartment,organize a fishing crew,saw Todd’s arm off,tell his lawyer that he’s sick,
100,315,1,R_sGtmyEXqjCyIO41,5,95,0,,20,5,,40,20,95,,100,,80,10,,60,,,31,1,5,,4,8,take out a loan,try to convince a passing driver to trade cars,pay the money from his own wallet,,call her mom,collect wood to start a fire,,make cat noises at him until he leaves,honk an angry message in Morse code,steal whatever she has on her,,threaten security with the knife,,buy his father a tent,request supplies to be airdropped,,leave the store unattended,
100,407,1,R_24vpXd6HS7txagy,9,,,,,39,100,92,,59,11,96,86,21,40,,100,78,,43,2,3,,5,6,search for the medication on the black market,,,,,throw away all of the food,give her ticket to Ted,read his mind,,refuse to drive her,pour water on the car to cool it,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,check in on his father daily,organize a fishing crew,,stage a break-in at the store,leave her dogs with him
100,339,1,R_vMH3a3L0FU5UMsF,10,20,25,,60,,70,,20,,30,10,40,10,55,,,15,,33,1,5,,6,4,take out a loan,demand that the airline delays the flight,overcharge the next customers,,lie that her house burnt down,,steal someone else's ticket,,honk at the driver until they pull over,,call emergency services,store the knife in an airport locker,tell his sister as soon as possible,check in on his father daily,throw disobedient passengers off the boat,,,leave her dogs with him
100,772,1,R_3m2IWdfeTyjC0WY,51,,51,,99,100,83,79,3,100,37,92,,,,,50,51,,25,1,5,,5,5,take out a loan,,sell one of his kidneys,,bring in the assignment the next day,search for a water source,pretend they are conjoined twins,tackle him and hold him down,take a detour at the next exit,take her to his house but no further,ask to use the mall's loudspeaker,store the knife in an airport locker,,,,,lock up the store,hide him in the snow
100,655,1,R_1mxXx6Ur2LHRAWB,65,67,44,,25,,,65,35,59,33,15,,0,62,0,,,,37,2,5,,2,8,commit credit card fraud,demand that the airline delays the flight,get an advance payday loan,,call her mom,,,wave to the parents,take a detour at the next exit,turn invisible,ask to use the mall's loudspeaker,take a train instead,,check in on his father daily,serve engine fuel to the passengers,yell at Todd for getting stuck,,
100,314,1,R_1kMFPOcsqy9Ji7r,,,,91,91,19,,10,,0,0,100,100,0,100,0,99,,,24,2,5,,4,8,,,,pull the fire alarm,hypnotize the teacher,collect wood to start a fire,,ask the parents if they know him,,call her a cab,pour water on the car to cool it,hide the knife in someone else's bag,steal someone else’s ring,move into his father’s apartment,serve engine fuel to the passengers,yell at Todd for getting stuck,stage a break-in at the store,
100,213,1,R_2P5nc7Ed3xKFBF1,50,64,,0,60,,67,,,,,40,52,70,57,55,17,55,,27,2,4,,4,7,go on strike for better wages,reschedule for a later flight,,renew her membership,quickly try to redo the assignment,,steal someone else's ticket,,,,,ask to check the knife,tell his sister as soon as possible,buy his father a tent,ration their food,hike until she finds cell service,tell his lawyer that he’s sick,finish the race
100,1356,1,R_3qrpeqXsxqfpPXT,90,8,,9,10,10,5,90,90,90,,,10,10,,,,100,,34,1,5,,5,7,go on strike for better wages,call a taxi,,lie that she left her card inside,bring in the assignment the next day,steal all of the food and water,steal someone else's ticket,keep an eye on him,tailgate the car,call her a cab,,,call the taxi company,check in on his father daily,,,,steal his dogs for extra speed
100,563,1,R_2eUtucZIb3shIQ1,0,55,,30,50,14,,57,19,55,,,65,19,,,33,79,,37,2,5,,5,4,start a fundraiser,reschedule for a later flight,,crawl past the front desk,hypnotize the teacher,steal all of the food and water,,tackle him and hold him down,honk at the driver until they pull over,steal whatever she has on her,,,run away,pitch his situation to a reality TV network,,,ask a friend to take over,steal his dogs for extra speed
