Progress,Duration (in seconds),Finished,UserLanguage,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,69,TRUE,EN,53,,54,,58,,66,,,51,,47,49,57,60,48,53,63,,45,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 5,go on strike for better wages,,explain the situation to his boss,,copy a friend's assignment,,go without Ted,,,call her a cab,,take a train instead,borrow their mom’s wedding ring,pitch his situation to a reality TV network,sell all the food to the highest bidder,hike until she finds cell service,call his lawyer,hide him in the snow
100,325,TRUE,EN,0,,,100,100,0,,100,100,,,0,,0,100,100,0,100,,62,Female,White / Caucasian,,Some College,Rung 3,switch insurance plans,,,crawl past the front desk,lie that her house burnt down,steal all of the food and water,,tackle him and hold him down,ram into the car,,,store the knife in an airport locker,,get another job,sell all the food to the highest bidder,saw Todd’s arm off,tell his lawyer that he’s sick,finish the race
100,443,TRUE,EN,50,,0,100,,0,70,,0,0,,100,60,100,,0,,95,,39,Male,White / Caucasian,,Master's Degree (MS),Rung 9,start a fundraiser,,get an advance payday loan,borrow someone's phone,,collect wood to start a fire,give her ticket to Ted,,honk at the driver until they pull over,turn invisible,,threaten security with the knife,steal someone else’s ring,abandon his father,,yell at Todd for getting stuck,,steal his dogs for extra speed
100,512,TRUE,EN,10,70,90,70,,,,,25,,0,50,0,0,100,0,,5,,77,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,commit credit card fraud,reschedule for a later flight,overcharge the next customers,lie that she left her card inside,,,,,honk an angry message in Morse code,,ask to use the mall's loudspeaker,ask to check the knife,run away,get another job,serve engine fuel to the passengers,give Todd her water,,finish the race
100,539,TRUE,EN,,80,93,45,,,100,,9,0,0,,20,0,,100,81,0,,51,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,take a public bus,get an advance payday loan,borrow someone's phone,,,teleport into the concert,,honk an angry message in Morse code,call her a cab,check that the doors are locked,,tell his sister as soon as possible,check in on his father daily,,saw Todd’s arm off,ask a friend to take over,carry her competitor on her sled
100,583,TRUE,EN,35,80,,71,,30,5,,,50,15,60,61,21,,40,40,,,46,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,start a fundraiser,steal a passing driver's car,,pull the fire alarm,,throw away all of the food,give her ticket to Ted,,,steal whatever she has on her,pour water on the car to cool it,store the knife in an airport locker,call the taxi company,get another job,,leave Todd to save herself,ask a friend to take over,
100,332,TRUE,EN,,61,,71,61,30,100,,0,,0,100,62,87,,0,,0,,58,Female,White / Caucasian,,College Graduate (4 year),Rung 8,,reschedule for a later flight,,renew her membership,call her mom,boost morale with a three-legged race,steal someone else's ticket,,take a detour at the next exit,,slash the tires,threaten security with the knife,borrow their mom’s wedding ring,abandon his father,,yell at Todd for getting stuck,,carry her competitor on her sled
100,492,TRUE,EN,5,,,82,,0,95,10,98,6,93,76,9,1,5,,,,,63,Female,Black / African American,,College Graduate (4 year),Rung 3,commit credit card fraud,,,pull the fire alarm,,steal all of the food and water,steal someone else's ticket,wave to the parents,ram into the car,refuse to drive her,slash the tires,hide the knife in someone else's bag,steal someone else’s ring,check in on his father daily,request supplies to be airdropped,,,
100,368,TRUE,EN,,81,,81,85,,5,50,2,0,0,,80,10,,0,100,,,58,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,reschedule for a later flight,,borrow someone's phone,lie that her house burnt down,,try to buy a ticket off another person,make cat noises at him until he leaves,tailgate the car,steal whatever she has on her,slash the tires,,steal someone else’s ring,check in on his father daily,,yell at Todd for getting stuck,stage a break-in at the store,
100,509,TRUE,EN,0,100,5,,9,20,3,8,0,,0,,,0,,0,5,,,42,Female,White / Caucasian,,College Graduate (4 year),Rung 3,take out a loan,demand that the airline delays the flight,pay the money from his own wallet,,call her mom,throw away all of the food,teleport into the concert,ask the parents if they know him,take a detour at the next exit,,check that the doors are locked,,,buy his father a tent,,hike until she finds cell service,call his lawyer,
100,456,TRUE,EN,,,,90,5,,,50,1,10,,70,88,80,95,10,3,94,,23,Female,Asian / Pacific Islander,,Some College,Rung 5,,,,lie that she left her card inside,quickly try to redo the assignment,,,read his mind,take a detour at the next exit,yell in gibberish until she leaves,,store the knife in an airport locker,blame it on the maid of honor,buy his father a tent,throw disobedient passengers off the boat,leave Todd to save herself,call his lawyer,hide him in the snow
100,488,TRUE,EN,80,,71,60,,0,0,,100,20,,10,90,0,,0,,100,,70,Male,White / Caucasian,,Some College,Rung 5,take out a loan,,stage a robbery,pay for a day-pass to the gym,,throw away all of the food,give her ticket to Ted,,ram into the car,turn invisible,,ask to check the knife,blame it on the maid of honor,pitch his situation to a reality TV network,,give Todd her water,,steal his dogs for extra speed
100,624,TRUE,EN,,50,0,90,,50,100,80,100,,0,,,,60,90,0,0,,40,Female,Native American / American Indian,,College Graduate (4 year),Rung 6,,demand that the airline delays the flight,sell one of his kidneys,crawl past the front desk,,search for a water source,steal someone else's ticket,wave to the parents,pull over and call 911,,call emergency services,,,,ration their food,saw Todd’s arm off,ask a friend to take over,carry her competitor on her sled
100,469,TRUE,EN,72,92,,90,1,,,62,2,,51,61,41,51,83,,20,,,58,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 7,go on strike for better wages,demand that the airline delays the flight,,renew her membership,quickly try to redo the assignment,,,keep an eye on him,pull over and call 911,,slash the tires,take a train instead,call the taxi company,pitch his situation to a reality TV network,serve engine fuel to the passengers,,lock up the store,
100,579,TRUE,EN,0,30,0,,,0,0,85,10,,,,85,,100,10,75,25,,49,Female,White / Caucasian,,High School or equivalent,Rung 4,start a fundraiser,take a public bus,pay the money from his own wallet,,,collect wood to start a fire,go without Ted,keep an eye on him,honk an angry message in Morse code,,,,run away,,throw disobedient passengers off the boat,hike until she finds cell service,ask a friend to take over,leave her dogs with him
100,342,TRUE,EN,0,61,100,100,0,,65,,72,19,100,,,0,,95,,4,,29,Female,White / Caucasian,,College Graduate (4 year),Rung 3,start a fundraiser,demand that the airline delays the flight,stage a robbery,borrow someone's phone,call her mom,,try to buy a ticket off another person,,honk an angry message in Morse code,take her to his house but no further,light a fire under the car,,,get another job,,saw Todd’s arm off,,call for help
100,671,TRUE,EN,0,,90,,25,0,30,100,,,,50,,75,25,75,25,90,,46,Female,White / Caucasian,,Some College,Rung 4,commit credit card fraud,,stage a robbery,,copy a friend's assignment,throw away all of the food,pretend they are conjoined twins,keep an eye on him,,,,pretend the knife is part of a hip replacement,,abandon his father,ration their food,saw Todd’s arm off,leave the store unattended,steal his dogs for extra speed
100,548,TRUE,EN,,100,100,,,,0,80,0,100,50,,,10,0,100,100,70,,48,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,steal a passing driver's car,sell one of his kidneys,,,,go without Ted,ask the parents if they know him,take a detour at the next exit,steal whatever she has on her,slash the tires,,,move into his father’s apartment,throw disobedient passengers off the boat,leave Todd to save herself,stage a break-in at the store,hide him in the snow
100,416,TRUE,EN,20,,85,95,45,80,40,90,,,,100,,,5,10,10,75,,27,Male,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,,overcharge the next customers,pull the fire alarm,hypnotize the teacher,search for a water source,pretend they are conjoined twins,make cat noises at him until he leaves,,,,threaten security with the knife,,,request supplies to be airdropped,leave Todd to save herself,lock up the store,finish the race
100,342,TRUE,EN,,54,,82,57,27,,81,,12,93,82,35,,43,59,64,,,40,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,steal a passing driver's car,,pay for a day-pass to the gym,bring in the assignment the next day,throw away all of the food,,ask the parents if they know him,,turn invisible,light a fire under the car,ask to check the knife,borrow their mom’s wedding ring,,ration their food,get her arm stuck in solidarity,ask a friend to take over,
100,354,TRUE,EN,,,,71,92,28,51,72,,9,0,90,21,14,80,,93,,,58,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,,,,borrow someone's phone,hypnotize the teacher,collect wood to start a fire,steal someone else's ticket,make cat noises at him until he leaves,,call her a cab,call emergency services,ask to check the knife,tell his sister as soon as possible,move into his father’s apartment,throw disobedient passengers off the boat,,stage a break-in at the store,
100,729,TRUE,EN,30,100,100,100,0,,70,,,0,0,100,100,0,,,,0,,29,Female,Other,biracial black/white,College Graduate (4 year),Rung 9,go on strike for better wages,reschedule for a later flight,overcharge the next customers,pay for a day-pass to the gym,hypnotize the teacher,,try to buy a ticket off another person,,,refuse to drive her,check that the doors are locked,pretend the knife is part of a hip replacement,tell his sister as soon as possible,get another job,,,,finish the race
100,630,TRUE,EN,64,93,,85,,61,1,,0,,,68,91,2,92,0,,5,,69,Male,Black / African American,,Vocational/Technical School (2 year),Rung 2,switch insurance plans,steal a passing driver's car,,borrow someone's phone,,throw away all of the food,try to buy a ticket off another person,,pull over and call 911,,,ask to check the knife,steal someone else’s ring,get another job,serve engine fuel to the passengers,leave Todd to save herself,,carry her competitor on her sled
100,506,TRUE,EN,,82,30,,,9,29,15,1,,,61,80,4,73,12,39,,,52,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,,reschedule for a later flight,sell one of his kidneys,,,steal all of the food and water,try to buy a ticket off another person,make cat noises at him until he leaves,take a detour at the next exit,,,pretend the knife is part of a hip replacement,tell his sister as soon as possible,get another job,ration their food,hike until she finds cell service,call his lawyer,
100,304,TRUE,EN,46,,26,96,84,60,,91,,19,,100,58,,10,,16,4,,38,Female,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,,sell one of his kidneys,pull the fire alarm,hypnotize the teacher,boost morale with a three-legged race,,make cat noises at him until he leaves,,yell in gibberish until she leaves,,hide the knife in someone else's bag,run away,,organize a fishing crew,,call his lawyer,call for help
100,540,TRUE,EN,0,,0,,,0,90,,,0,0,100,20,55,,10,10,80,,51,Female,White / Caucasian,,Some College,Rung 4,take out a loan,,explain the situation to his boss,,,throw away all of the food,pretend they are conjoined twins,,,steal whatever she has on her,ask to use the mall's loudspeaker,threaten security with the knife,borrow their mom’s wedding ring,check in on his father daily,,leave Todd to save herself,lock up the store,steal his dogs for extra speed
100,361,TRUE,EN,42,7,,83,,80,37,,0,,19,91,61,73,30,,,1,,26,Male,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,reschedule for a later flight,,borrow someone's phone,,throw away all of the food,teleport into the concert,,take a detour at the next exit,,check that the doors are locked,take a train instead,tell his sister as soon as possible,pitch his situation to a reality TV network,organize a fishing crew,,,carry her competitor on her sled
100,483,TRUE,EN,,100,,100,0,0,100,,50,,50,100,100,0,,0,,100,,43,Male,White / Caucasian,,Some College,Rung 2,,call a taxi,,pull the fire alarm,hypnotize the teacher,steal all of the food and water,teleport into the concert,,honk at the driver until they pull over,,pour water on the car to cool it,store the knife in an airport locker,run away,check in on his father daily,,get her arm stuck in solidarity,,steal his dogs for extra speed
100,429,TRUE,EN,0,,0,,,,100,0,0,0,100,100,0,,,0,100,100,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 8,take out a loan,,overcharge the next customers,,,,pretend they are conjoined twins,tackle him and hold him down,pull over and call 911,take her to his house but no further,light a fire under the car,ask to check the knife,blame it on the maid of honor,,,get her arm stuck in solidarity,leave the store unattended,steal his dogs for extra speed
100,353,TRUE,EN,,100,0,3,0,93,,0,6,,,,99,19,100,17,,61,,44,Male,Hispanic / Latino,,High School or equivalent,Rung 6,,demand that the airline delays the flight,get an advance payday loan,pay for a day-pass to the gym,call her mom,huddle to conserve energy,,tackle him and hold him down,honk at the driver until they pull over,,,,blame it on the maid of honor,pitch his situation to a reality TV network,sell all the food to the highest bidder,leave Todd to save herself,,hide him in the snow
100,297,TRUE,EN,,85,,100,100,50,,,,0,,85,100,0,100,100,100,50,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,take a public bus,,renew her membership,copy a friend's assignment,search for a water source,,,,yell in gibberish until she leaves,,take a train instead,tell his sister as soon as possible,move into his father’s apartment,serve engine fuel to the passengers,saw Todd’s arm off,ask a friend to take over,leave her dogs with him
100,194,TRUE,EN,30,,0,55,38,0,,,,66,0,58,9,7,,10,80,,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,,get an advance payday loan,crawl past the front desk,quickly try to redo the assignment,steal all of the food and water,,,,steal whatever she has on her,call emergency services,take a train instead,run away,pitch his situation to a reality TV network,,leave Todd to save herself,leave the store unattended,
100,287,TRUE,EN,,50,,100,,0,100,66,50,0,,100,,,97,0,0,100,,45,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,reschedule for a later flight,,pay for a day-pass to the gym,,huddle to conserve energy,steal someone else's ticket,keep an eye on him,tailgate the car,yell in gibberish until she leaves,,pretend the knife is part of a hip replacement,,,throw disobedient passengers off the boat,hike until she finds cell service,tell his lawyer that he’s sick,steal his dogs for extra speed
100,158,TRUE,EN,,54,60,41,63,29,63,52,63,,53,,62,,,31,40,,,26,Male,White / Caucasian,,Master's Degree (MS),Rung 5,,try to convince a passing driver to trade cars,explain the situation to his boss,renew her membership,quickly try to redo the assignment,collect wood to start a fire,go without Ted,read his mind,honk at the driver until they pull over,,light a fire under the car,,steal someone else’s ring,,,saw Todd’s arm off,stage a break-in at the store,
100,349,TRUE,EN,88,81,100,61,,,40,100,80,,0,,,0,30,50,,70,,36,Female,White / Caucasian,,Grammar School,Rung 2,commit credit card fraud,demand that the airline delays the flight,overcharge the next customers,pull the fire alarm,,,give her ticket to Ted,wave to the parents,honk at the driver until they pull over,,check that the doors are locked,,,get another job,ration their food,leave Todd to save herself,,leave her dogs with him
100,306,TRUE,EN,0,,75,,0,,10,85,20,,0,100,80,0,,,0,0,,31,Male,Black / African American,,Some College,Rung 5,search for the medication on the black market,,stage a robbery,,call her mom,,try to buy a ticket off another person,make cat noises at him until he leaves,honk at the driver until they pull over,,pour water on the car to cool it,store the knife in an airport locker,call the taxi company,move into his father’s apartment,,,lock up the store,finish the race
100,365,TRUE,EN,20,50,100,,100,6,,50,,5,0,72,,,,70,80,6,,29,Male,White / Caucasian,,College Graduate (4 year),Rung 3,switch insurance plans,reschedule for a later flight,overcharge the next customers,,copy a friend's assignment,search for a water source,,read his mind,,yell in gibberish until she leaves,ask to use the mall's loudspeaker,ask to check the knife,,,,leave Todd to save herself,stage a break-in at the store,leave her dogs with him
100,406,TRUE,EN,,,100,100,100,,0,0,50,0,,,100,0,0,0,100,,,42,Female,White / Caucasian,,Some College,Rung 5,,,stage a robbery,crawl past the front desk,hypnotize the teacher,,go without Ted,wave to the parents,honk an angry message in Morse code,yell in gibberish until she leaves,,,run away,get another job,request supplies to be airdropped,give Todd her water,leave the store unattended,
100,332,TRUE,EN,57,75,,69,52,,74,54,73,,66,,66,3,,71,56,,,39,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,go on strike for better wages,steal a passing driver's car,,pull the fire alarm,hypnotize the teacher,,pretend they are conjoined twins,ask the parents if they know him,honk at the driver until they pull over,,check that the doors are locked,,borrow their mom’s wedding ring,check in on his father daily,,hike until she finds cell service,lock up the store,
100,502,TRUE,EN,,100,,100,100,0,,100,,0,0,76,0,73,0,,0,,,49,Female,White / Caucasian,,High School or equivalent,Rung 2,,demand that the airline delays the flight,,pull the fire alarm,lie that her house burnt down,boost morale with a three-legged race,,tackle him and hold him down,,take her to his house but no further,ask to use the mall's loudspeaker,store the knife in an airport locker,call the taxi company,pitch his situation to a reality TV network,request supplies to be airdropped,,tell his lawyer that he’s sick,
100,341,TRUE,EN,98,96,12,94,,96,46,11,94,52,8,,,,95,8,,,,73,Male,White / Caucasian,,Master's Degree (MS),Rung 3,commit credit card fraud,demand that the airline delays the flight,sell one of his kidneys,borrow someone's phone,,throw away all of the food,teleport into the concert,wave to the parents,ram into the car,refuse to drive her,pour water on the car to cool it,,,,sell all the food to the highest bidder,give Todd her water,,
100,323,TRUE,EN,0,0,,100,25,0,40,,25,,,100,,100,0,,100,100,,59,Male,White / Caucasian,,Some College,Rung 3,search for the medication on the black market,steal a passing driver's car,,pay for a day-pass to the gym,bring in the assignment the next day,boost morale with a three-legged race,give her ticket to Ted,,tailgate the car,,,pretend the knife is part of a hip replacement,,abandon his father,request supplies to be airdropped,,leave the store unattended,carry her competitor on her sled
100,124,TRUE,EN,,25,100,,100,,,72,100,1,0,,92,20,92,0,11,,,20,Male,Asian / Pacific Islander,,Some College,Rung 6,,take a public bus,stage a robbery,,copy a friend's assignment,,,tackle him and hold him down,honk an angry message in Morse code,call her a cab,pour water on the car to cool it,,borrow their mom’s wedding ring,buy his father a tent,sell all the food to the highest bidder,hike until she finds cell service,call his lawyer,
100,338,TRUE,EN,,59,15,57,20,40,,15,28,4,28,53,32,30,,,,,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,steal a passing driver's car,get an advance payday loan,lie that she left her card inside,quickly try to redo the assignment,search for a water source,,tackle him and hold him down,honk an angry message in Morse code,refuse to drive her,check that the doors are locked,store the knife in an airport locker,steal someone else’s ring,abandon his father,,,,
100,389,TRUE,EN,,93,2,,,50,1,,1,2,19,100,,1,1,8,,1,,28,Female,White / Caucasian,,Master's Degree (MS),Rung 7,,try to convince a passing driver to trade cars,explain the situation to his boss,,,search for a water source,teleport into the concert,,honk at the driver until they pull over,call her a cab,pour water on the car to cool it,threaten security with the knife,,move into his father’s apartment,request supplies to be airdropped,get her arm stuck in solidarity,,carry her competitor on her sled
100,534,TRUE,EN,50,100,100,72,100,,85,,100,82,72,,,60,,33,,71,,39,Male,Hispanic / Latino,,High School or equivalent,Rung 1 (Bottom Rung),go on strike for better wages,take a public bus,stage a robbery,lie that she left her card inside,copy a friend's assignment,,teleport into the concert,,ram into the car,steal whatever she has on her,call emergency services,,,buy his father a tent,,give Todd her water,,finish the race
100,230,TRUE,EN,100,0,,91,100,,100,70,,0,10,,0,,,10,100,0,,33,Female,White / Caucasian,,College Graduate (4 year),Rung 4,search for the medication on the black market,call a taxi,,crawl past the front desk,lie that her house burnt down,,steal someone else's ticket,make cat noises at him until he leaves,,yell in gibberish until she leaves,slash the tires,,steal someone else’s ring,,,yell at Todd for getting stuck,stage a break-in at the store,finish the race
100,643,TRUE,EN,70,40,,70,0,,,40,0,0,0,60,,,92,,60,0,,40,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,search for the medication on the black market,call a taxi,,renew her membership,bring in the assignment the next day,,,read his mind,pull over and call 911,yell in gibberish until she leaves,call emergency services,take a train instead,,,sell all the food to the highest bidder,,ask a friend to take over,call for help
100,308,TRUE,EN,,,94,,3,76,93,85,,,1,71,92,,95,99,82,88,,59,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,explain the situation to his boss,,call her mom,huddle to conserve energy,steal someone else's ticket,ask the parents if they know him,,,slash the tires,store the knife in an airport locker,steal someone else’s ring,,organize a fishing crew,saw Todd’s arm off,ask a friend to take over,finish the race
100,551,TRUE,EN,100,,0,86,,,100,0,100,100,0,,100,,0,,100,100,,33,Female,White / Caucasian,,Some College,Rung 1 (Bottom Rung),commit credit card fraud,,explain the situation to his boss,lie that she left her card inside,,,steal someone else's ticket,wave to the parents,pull over and call 911,steal whatever she has on her,pour water on the car to cool it,,blame it on the maid of honor,,request supplies to be airdropped,,stage a break-in at the store,steal his dogs for extra speed
100,231,TRUE,EN,,,0,5,0,,0,,100,0,50,,50,15,100,50,,0,,25,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,,,pay the money from his own wallet,pay for a day-pass to the gym,call her mom,,try to buy a ticket off another person,,ram into the car,call her a cab,call emergency services,,run away,pitch his situation to a reality TV network,throw disobedient passengers off the boat,saw Todd’s arm off,,leave her dogs with him
100,374,TRUE,EN,1,,100,,98,,81,20,1,,1,100,25,30,,,100,1,,47,Female,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,,pay the money from his own wallet,,copy a friend's assignment,,try to buy a ticket off another person,keep an eye on him,pull over and call 911,,ask to use the mall's loudspeaker,hide the knife in someone else's bag,call the taxi company,check in on his father daily,,,tell his lawyer that he’s sick,call for help
100,385,TRUE,EN,,,88,,88,88,89,82,,90,87,89,80,,85,81,81,,,57,Male,White / Caucasian,,Master's Degree (MS),Rung 10 (Top Rung),,,stage a robbery,,copy a friend's assignment,throw away all of the food,give her ticket to Ted,tackle him and hold him down,,steal whatever she has on her,ask to use the mall's loudspeaker,store the knife in an airport locker,tell his sister as soon as possible,,organize a fishing crew,saw Todd’s arm off,leave the store unattended,
100,603,TRUE,EN,15,81,61,93,,19,93,,87,98,2,,93,85,79,,,,,71,Female,White / Caucasian,,Some College,Rung 3,search for the medication on the black market,take a public bus,get an advance payday loan,lie that she left her card inside,,search for a water source,teleport into the concert,,ram into the car,steal whatever she has on her,light a fire under the car,,run away,abandon his father,organize a fishing crew,,,
100,287,TRUE,EN,,26,100,79,,,60,81,0,0,49,,84,96,64,,,100,,39,Female,White / Caucasian,,Some College,Rung 2,,try to convince a passing driver to trade cars,overcharge the next customers,pull the fire alarm,,,pretend they are conjoined twins,tackle him and hold him down,take a detour at the next exit,turn invisible,light a fire under the car,,call the taxi company,buy his father a tent,throw disobedient passengers off the boat,,,carry her competitor on her sled
100,325,TRUE,EN,,,0,,5,13,66,50,,,0,50,50,,25,1,95,81,,34,Female,White / Caucasian,,Master's Degree (MS),Rung 7,,,pay the money from his own wallet,,bring in the assignment the next day,collect wood to start a fire,steal someone else's ticket,wave to the parents,,,call emergency services,pretend the knife is part of a hip replacement,call the taxi company,,organize a fishing crew,hike until she finds cell service,stage a break-in at the store,steal his dogs for extra speed
100,234,TRUE,EN,20,,69,92,,31,11,70,24,,46,,54,,11,0,,33,,32,Male,White / Caucasian,,College Graduate (4 year),Rung 3,search for the medication on the black market,,explain the situation to his boss,pull the fire alarm,,steal all of the food and water,teleport into the concert,ask the parents if they know him,honk at the driver until they pull over,,light a fire under the car,,steal someone else’s ring,,sell all the food to the highest bidder,yell at Todd for getting stuck,,steal his dogs for extra speed
100,586,TRUE,EN,0,0,0,,100,,0,100,,0,0,,30,,0,30,100,,,34,Male,White / Caucasian,,Master's Degree (MS),Rung 5,switch insurance plans,steal a passing driver's car,sell one of his kidneys,,hypnotize the teacher,,go without Ted,make cat noises at him until he leaves,,turn invisible,pour water on the car to cool it,,call the taxi company,,organize a fishing crew,yell at Todd for getting stuck,leave the store unattended,
100,336,TRUE,EN,0,65,,30,0,0,,,25,0,,,0,50,0,,30,0,,55,Female,White / Caucasian,,Master's Degree (MS),Rung 4,search for the medication on the black market,demand that the airline delays the flight,,crawl past the front desk,call her mom,boost morale with a three-legged race,,,tailgate the car,take her to his house but no further,,,run away,buy his father a tent,request supplies to be airdropped,,lock up the store,call for help
100,546,TRUE,EN,3,5,5,15,,,50,1,35,,,100,,1,1,1,,1,,45,Female,White / Caucasian,,High School or equivalent,Rung 3,search for the medication on the black market,call a taxi,get an advance payday loan,renew her membership,,,pretend they are conjoined twins,wave to the parents,tailgate the car,,,hide the knife in someone else's bag,,get another job,request supplies to be airdropped,yell at Todd for getting stuck,,carry her competitor on her sled
100,217,TRUE,EN,64,81,,73,85,85,,,,31,98,76,,,76,86,24,45,,39,Male,White / Caucasian,,College Graduate (4 year),Rung 8,switch insurance plans,try to convince a passing driver to trade cars,,lie that she left her card inside,bring in the assignment the next day,boost morale with a three-legged race,,,,yell in gibberish until she leaves,light a fire under the car,ask to check the knife,,,throw disobedient passengers off the boat,get her arm stuck in solidarity,call his lawyer,call for help
100,201,TRUE,EN,,,17,67,84,32,,,0,0,0,100,31,0,,0,,0,,22,Female,White / Caucasian,,High School or equivalent,Rung 4,,,pay the money from his own wallet,pay for a day-pass to the gym,lie that her house burnt down,collect wood to start a fire,,,take a detour at the next exit,steal whatever she has on her,slash the tires,threaten security with the knife,blame it on the maid of honor,abandon his father,,give Todd her water,,call for help
100,389,TRUE,EN,5,89,1,56,29,,1,34,1,8,0,,,61,,,,0,,42,Male,Black / African American,,College Graduate (4 year),Rung 6,take out a loan,take a public bus,explain the situation to his boss,pay for a day-pass to the gym,bring in the assignment the next day,,try to buy a ticket off another person,tackle him and hold him down,pull over and call 911,take her to his house but no further,ask to use the mall's loudspeaker,,,buy his father a tent,,,,hide him in the snow
100,406,TRUE,EN,60,24,95,65,,10,,,0,,0,100,,20,75,,0,100,,42,Male,White / Caucasian,,Master's Degree (MS),Rung 3,start a fundraiser,call a taxi,overcharge the next customers,crawl past the front desk,,collect wood to start a fire,,,take a detour at the next exit,,call emergency services,threaten security with the knife,,buy his father a tent,ration their food,,tell his lawyer that he’s sick,hide him in the snow
100,678,TRUE,EN,,100,46,77,56,,25,76,,76,14,63,,14,,4,,51,,29,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,demand that the airline delays the flight,get an advance payday loan,pull the fire alarm,lie that her house burnt down,,give her ticket to Ted,make cat noises at him until he leaves,,turn invisible,pour water on the car to cool it,take a train instead,,check in on his father daily,,saw Todd’s arm off,,carry her competitor on her sled
100,331,TRUE,EN,50,96,,,100,80,8,81,,95,,100,,,100,92,9,100,,45,Female,White / Caucasian,,Some College,Rung 3,take out a loan,call a taxi,,,lie that her house burnt down,boost morale with a three-legged race,go without Ted,keep an eye on him,,take her to his house but no further,,pretend the knife is part of a hip replacement,,,serve engine fuel to the passengers,get her arm stuck in solidarity,tell his lawyer that he’s sick,steal his dogs for extra speed
100,400,TRUE,EN,0,9,,100,,,100,100,0,0,,100,,5,9,0,,81,,40,Female,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,take a public bus,,borrow someone's phone,,,steal someone else's ticket,tackle him and hold him down,tailgate the car,take her to his house but no further,,ask to check the knife,,check in on his father daily,ration their food,hike until she finds cell service,,hide him in the snow
100,384,TRUE,EN,60,100,,50,70,74,,82,36,0,,100,100,,100,,30,,,32,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 1 (Bottom Rung),start a fundraiser,reschedule for a later flight,,crawl past the front desk,copy a friend's assignment,steal all of the food and water,,make cat noises at him until he leaves,honk an angry message in Morse code,take her to his house but no further,,threaten security with the knife,borrow their mom’s wedding ring,,sell all the food to the highest bidder,,lock up the store,
100,287,TRUE,EN,3,100,,,39,,91,,,27,0,100,4,100,22,50,,0,,43,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,commit credit card fraud,take a public bus,,,call her mom,,pretend they are conjoined twins,,,refuse to drive her,call emergency services,pretend the knife is part of a hip replacement,tell his sister as soon as possible,abandon his father,ration their food,leave Todd to save herself,,call for help
100,884,TRUE,EN,50,,80,,50,0,20,50,100,,0,100,80,,0,,,20,,52,Female,Other,WHITE/BLACK MIX,High School or equivalent,Rung 4,search for the medication on the black market,,overcharge the next customers,,bring in the assignment the next day,huddle to conserve energy,give her ticket to Ted,wave to the parents,honk an angry message in Morse code,,check that the doors are locked,threaten security with the knife,run away,,ration their food,,,hide him in the snow
100,465,TRUE,EN,0,30,,0,,30,85,77,0,5,3,,,,100,85,5,,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,try to convince a passing driver to trade cars,,pay for a day-pass to the gym,,collect wood to start a fire,steal someone else's ticket,tackle him and hold him down,take a detour at the next exit,call her a cab,pour water on the car to cool it,,,,serve engine fuel to the passengers,saw Todd’s arm off,call his lawyer,
100,468,TRUE,EN,,100,42,90,10,9,7,36,1,,15,,10,,,10,100,,,66,Male,White / Caucasian,,Master's Degree (MS),Rung 7,,steal a passing driver's car,sell one of his kidneys,pull the fire alarm,quickly try to redo the assignment,collect wood to start a fire,give her ticket to Ted,keep an eye on him,pull over and call 911,,slash the tires,,tell his sister as soon as possible,,,yell at Todd for getting stuck,stage a break-in at the store,
